Entry_Date,Exit_Date,Direction,Strategy,Entry_Price,Exit_Price,Units,PnL,PnL_Pct,Hold_Days,Risk_Amount,Spread_Cost,Slippage_Cost,Exit_Reason
2021-01-04,2021-01-13,LONG,Breakout,1.087256,1.077817,105268.3,-993.61,-1.01,9,986.24,10.53,2.11,Stop
2021-01-13,2021-01-14,LONG,Breakout,1.084062,1.074661,104630.65,-983.63,-1.01,1,976.3,10.46,2.09,Stop
2021-02-11,2021-02-18,LONG,Breakout,1.117105,1.107516,101536.77,-973.57,-1.01,7,966.47,10.15,2.03,Stop
2021-02-18,2021-02-19,LONG,Breakout,1.113304,1.103159,94963.3,-963.38,-1.01,1,956.73,9.5,1.9,Stop
2021-02-19,2021-02-26,LONG,Breakout,1.103168,1.093406,97719.79,-953.94,-1.01,7,947.1,9.77,1.95,Stop
2021-03-15,2021-04-01,SHORT,Breakout,1.07111,1.05093,92597.62,1868.63,1.99,17,937.56,9.26,1.85,Target
2021-04-01,2021-04-15,SHORT,Breakout,1.058363,1.043479,127895.48,1903.54,1.99,14,956.24,12.79,2.56,Target
2021-04-15,2021-05-04,SHORT,Breakout,1.049271,1.057172,124543.16,-984.0,-1.01,19,975.28,12.45,2.49,Stop
2021-06-02,2021-06-16,SHORT,Breakout,1.03046,1.040039,101526.33,-972.55,-1.01,14,965.44,10.15,2.03,Stop
2021-07-23,2021-07-27,SHORT,Breakout,1.030186,1.039845,99665.79,-962.69,-1.01,4,955.71,9.97,1.99,Stop
2021-07-27,2021-08-05,SHORT,Breakout,1.038151,1.047729,99505.69,-953.05,-1.01,9,946.09,9.95,1.99,Stop
2022-04-19,2022-05-04,SHORT,Breakout,1.037366,1.046278,105926.47,-943.97,-1.01,15,936.56,10.59,2.12,Stop
2023-04-25,2023-06-01,SHORT,Breakout,0.979472,0.987632,114591.09,-935.14,-1.01,37,927.12,11.46,2.29,Stop
2023-06-12,2023-07-19,LONG,Breakout,0.999533,0.991529,115677.53,-925.86,-1.01,37,917.77,11.57,2.31,Stop
2023-08-25,2023-09-20,LONG,Breakout,1.005373,0.997042,109976.38,-916.21,-1.01,26,908.51,11.0,2.2,Stop
2024-04-15,2024-04-26,SHORT,Breakout,0.970412,0.978069,118535.72,-907.64,-1.01,11,899.34,11.85,2.37,Stop
2024-04-26,2024-05-02,SHORT,Breakout,0.976365,0.984638,108538.73,-897.87,-1.01,6,890.27,10.85,2.17,Stop
2024-07-19,2024-07-23,SHORT,Breakout,0.945144,0.953351,108314.21,-888.87,-1.01,4,881.29,10.83,2.17,Stop
2024-07-23,2024-07-24,SHORT,Breakout,0.945758,0.954036,106292.91,-879.84,-1.01,1,872.4,10.63,2.13,Stop
2024-07-24,2024-07-26,SHORT,Breakout,0.955,0.963353,104250.83,-870.9,-1.01,2,863.6,10.43,2.09,Stop
2024-07-26,2024-07-29,SHORT,Breakout,0.955454,0.963135,112324.26,-862.76,-1.01,3,854.89,11.23,2.25,Stop
2024-11-01,2024-11-13,SHORT,Breakout,0.888355,0.896459,105331.94,-853.64,-1.01,12,846.27,10.53,2.11,Stop
2024-11-13,2024-11-22,SHORT,Breakout,0.890949,0.898258,115721.2,-845.83,-1.01,9,837.73,11.57,2.31,Stop
2025-07-02,2025-07-10,SHORT,Breakout,0.856499,0.864149,109395.14,-836.93,-1.01,8,829.27,10.94,2.19,Stop
2025-07-10,2025-07-15,SHORT,Breakout,0.863737,0.871469,107141.32,-828.4,-1.01,5,820.9,10.71,2.14,Stop
2025-09-24,2025-10-02,SHORT,Breakout,0.861716,0.870359,94787.46,-819.25,-1.01,8,812.62,9.48,1.9,Stop
2025-10-02,2025-10-07,SHORT,Breakout,0.869224,0.877128,102688.79,-811.61,-1.01,5,804.43,10.27,2.05,Stop
2026-01-23,2026-02-27,SHORT,Breakout,0.853515,0.839315,111607.15,1584.81,1.99,35,796.31,11.16,2.23,Target
2026-02-27,2026-03-13,SHORT,Breakout,0.840588,0.847583,117273.38,-820.37,-1.01,14,812.16,11.73,2.35,Stop
