Entry_Date,Exit_Date,Direction,Strategy,Entry_Price,Exit_Price,Units,PnL,PnL_Pct,Hold_Days,Risk_Amount,Spread_Cost,Slippage_Cost,Exit_Reason
2020-09-04,2020-09-24,LONG,Trend,1.283371,1.304827,82102.92,1761.58,1.99,20,884.48,11.49,1.64,Target
2020-09-24,2020-09-30,LONG,Trend,1.300385,1.28994,87116.99,-909.94,-1.01,6,902.1,12.2,1.74,Stop
2020-09-30,2020-10-08,LONG,Trend,1.295938,1.28419,76600.06,-899.89,-1.01,8,893.0,10.72,1.53,Stop
2020-10-08,2020-10-09,LONG,Trend,1.289114,1.277067,73927.25,-890.66,-1.01,1,884.0,10.35,1.48,Stop
2021-01-22,2021-02-03,LONG,Trend,1.309953,1.297358,69976.13,-881.39,-1.01,12,875.1,9.8,1.4,Stop
2021-02-03,2021-02-08,LONG,Trend,1.299978,1.286575,65068.77,-872.14,-1.01,5,866.28,9.11,1.3,Stop
2021-08-13,2021-08-18,LONG,Trend,1.318566,1.307242,76333.6,-864.43,-1.01,5,857.56,10.69,1.53,Stop
2021-08-18,2021-08-20,LONG,Trend,1.312245,1.30099,76034.69,-855.76,-1.01,2,848.92,10.64,1.52,Stop
2021-12-27,2022-01-04,LONG,Trend,1.348044,1.372028,69815.63,1674.43,1.99,8,840.36,9.77,1.4,Target
2022-01-04,2022-02-04,LONG,Trend,1.364841,1.352062,67549.3,-863.18,-1.01,31,857.1,9.46,1.35,Stop
2022-04-01,2022-05-10,LONG,Trend,1.364388,1.352545,72193.78,-854.97,-1.01,39,848.47,10.11,1.44,Stop
2022-08-04,2022-08-22,SHORT,Trend,1.317298,1.292356,67106.56,1673.8,1.99,18,839.92,9.39,1.34,Target
2022-08-22,2022-09-12,SHORT,Trend,1.300973,1.277924,74043.96,1706.65,1.99,21,856.66,10.37,1.48,Target
2022-09-12,2022-09-23,SHORT,Trend,1.284602,1.260655,72697.71,1740.91,1.99,11,873.73,10.18,1.45,Target
2022-09-23,2022-10-19,SHORT,Trend,1.269597,1.245995,75227.44,1775.5,1.99,26,891.13,10.53,1.5,Target
2022-10-19,2022-10-24,SHORT,Trend,1.250177,1.230886,93792.23,1809.34,1.99,5,908.89,13.13,1.88,Target
2022-10-24,2022-11-28,SHORT,Trend,1.232861,1.212588,91046.95,1845.77,1.99,35,926.98,12.75,1.82,Target
2022-11-28,2022-12-08,SHORT,Trend,1.215164,1.22446,102694.25,-954.68,-1.01,10,945.44,14.38,2.05,Stop
2022-12-08,2022-12-12,SHORT,Trend,1.221801,1.231052,102158.56,-945.09,-1.01,4,935.89,14.3,2.04,Stop
2023-02-07,2023-02-23,SHORT,Trend,1.177112,1.18715,93127.09,-934.82,-1.01,16,926.44,13.04,1.86,Stop
2023-02-23,2023-02-24,SHORT,Trend,1.172836,1.181882,102401.23,-926.31,-1.01,1,917.09,14.34,2.05,Stop
2023-04-20,2023-05-26,SHORT,Trend,1.150617,1.160959,88548.44,-915.8,-1.01,36,907.83,12.4,1.77,Stop
2024-01-31,2024-02-29,LONG,Trend,1.228403,1.217568,83632.08,-906.2,-1.01,29,898.67,11.71,1.67,Stop
2024-05-01,2024-05-08,LONG,Trend,1.244201,1.233542,84177.06,-897.19,-1.01,7,889.61,11.78,1.68,Stop
2024-05-08,2024-05-09,LONG,Trend,1.239293,1.229451,90300.77,-888.77,-1.01,1,880.64,12.64,1.81,Stop
2024-05-09,2024-05-10,LONG,Trend,1.231935,1.221468,84008.03,-879.31,-1.01,1,871.75,11.76,1.68,Stop
2024-07-24,2024-07-25,SHORT,Trend,1.192097,1.199975,110808.15,-872.93,-1.01,1,862.96,15.51,2.22,Stop
2024-07-25,2024-07-26,SHORT,Trend,1.191258,1.19989,100007.34,-863.23,-1.01,1,854.23,14.0,2.0,Stop
2024-07-26,2024-08-14,SHORT,Trend,1.201805,1.183885,93903.19,1682.74,1.99,19,845.6,13.15,1.88,Target
2024-08-21,2024-09-11,SHORT,Trend,1.181237,1.190176,97463.33,-871.2,-1.01,21,862.42,13.64,1.95,Stop
2024-09-11,2024-09-12,SHORT,Trend,1.184509,1.194668,84789.18,-861.34,-1.01,1,853.71,11.87,1.7,Stop
2025-01-01,2025-01-07,SHORT,Trend,1.16262,1.17213,89708.39,-853.17,-1.01,6,845.1,12.56,1.79,Stop
2025-01-07,2025-01-08,SHORT,Trend,1.163159,1.171783,98030.15,-845.39,-1.01,1,836.57,13.72,1.96,Stop
2025-02-21,2025-03-13,SHORT,Trend,1.143473,1.123104,80953.56,1648.94,1.99,20,828.11,11.33,1.62,Target
2025-03-13,2025-03-21,SHORT,Trend,1.128302,1.111663,100977.03,1680.12,1.99,8,844.6,14.14,2.02,Target
2025-03-21,2025-03-26,SHORT,Trend,1.112345,1.092184,85071.58,1715.15,1.99,5,861.4,11.91,1.7,Target
2025-03-26,2025-04-01,SHORT,Trend,1.09543,1.07541,87371.83,1749.25,1.99,6,878.56,12.23,1.75,Target
2025-04-01,2025-04-09,SHORT,Trend,1.076571,1.088079,78472.76,-903.11,-1.01,8,896.05,10.99,1.57,Stop
2025-04-09,2025-04-10,SHORT,Trend,1.084029,1.09447,85699.4,-894.73,-1.01,1,887.02,12.0,1.71,Stop
2025-04-10,2025-04-18,SHORT,Trend,1.090283,1.100927,83195.07,-885.56,-1.01,8,878.07,11.65,1.66,Stop
2025-04-18,2025-04-28,SHORT,Trend,1.094776,1.10458,89481.98,-877.27,-1.01,10,869.21,12.53,1.79,Stop
2025-05-21,2025-05-23,SHORT,Trend,1.078945,1.090222,76910.87,-867.36,-1.01,2,860.44,10.77,1.54,Stop
2025-05-23,2025-06-02,SHORT,Trend,1.087977,1.097643,88953.61,-859.77,-1.01,10,851.77,12.45,1.78,Stop
2025-06-02,2025-06-03,SHORT,Trend,1.091305,1.09903,110436.2,-853.11,-1.01,1,843.17,15.46,2.21,Stop
2025-09-04,2025-09-08,SHORT,Trend,1.080153,1.089279,92371.68,-842.95,-1.01,4,834.64,12.93,1.85,Stop
2025-09-08,2025-10-16,SHORT,Trend,1.084768,1.06716,93368.63,1644.02,1.99,38,826.21,13.07,1.87,Target
2025-10-16,2025-11-19,SHORT,Trend,1.069756,1.079324,88906.35,-850.65,-1.01,34,842.65,12.45,1.78,Stop
