Entry_Date,Exit_Date,Direction,Strategy,Entry_Price,Exit_Price,Units,PnL,PnL_Pct,Hold_Days,Risk_Amount,Spread_Cost,Slippage_Cost,Exit_Reason
2020-11-04,2020-11-16,LONG,Breakout,1.158152,1.177063,107518.24,2033.28,2.31,12,881.76,12.07,1.86,Target
2020-11-16,2020-11-17,LONG,Breakout,1.167774,1.18724,107765.32,2097.72,2.33,1,902.09,12.0,1.85,Target
2020-11-17,2020-11-25,LONG,Breakout,1.176584,1.198367,99329.06,2163.69,2.34,8,923.07,10.97,1.69,Target
2020-11-25,2020-12-08,LONG,Breakout,1.197105,1.186213,104649.27,-1139.81,-1.21,13,944.7,11.36,1.75,Stop
2020-12-08,2020-12-10,LONG,Breakout,1.191672,1.180692,102084.55,-1120.87,-1.2,2,933.31,11.14,1.71,Stop
2021-04-28,2021-05-10,SHORT,Breakout,1.168226,1.177475,117552.19,-1087.21,-1.18,12,922.1,13.08,2.01,Stop
2021-07-08,2021-07-20,LONG,Breakout,1.226402,1.215334,101749.48,-1126.18,-1.24,12,911.23,10.79,1.66,Stop
2021-07-20,2021-07-21,LONG,Breakout,1.22572,1.217252,131586.11,-1114.29,-1.24,1,899.96,13.96,2.15,Stop
2021-07-21,2021-08-02,LONG,Breakout,1.215755,1.232988,124791.44,2150.57,2.42,12,888.82,13.34,2.05,Target
2021-09-07,2021-09-29,LONG,Breakout,1.274056,1.262318,99532.97,-1168.27,-1.28,22,910.33,10.16,1.56,Stop
2021-09-29,2021-09-30,LONG,Breakout,1.266467,1.257435,127211.59,-1148.92,-1.28,1,898.64,13.06,2.01,Stop
2022-08-08,2022-10-04,LONG,Breakout,1.261364,1.284459,96553.07,2229.84,2.51,57,887.15,9.95,1.53,Target
2022-12-06,2022-12-23,LONG,Breakout,1.310233,1.298681,103914.63,-1200.43,-1.32,17,909.45,10.31,1.59,Stop
2023-04-18,2023-04-21,SHORT,Breakout,1.245577,1.222694,97339.51,2227.41,2.48,3,897.45,10.16,1.56,Target
2023-04-21,2023-05-04,SHORT,Breakout,1.224425,1.235846,99342.38,-1134.58,-1.23,13,919.72,10.55,1.62,Stop
2023-05-04,2023-05-05,SHORT,Breakout,1.227273,1.23834,101513.85,-1123.46,-1.24,1,908.38,10.75,1.65,Stop
2023-05-05,2023-05-08,SHORT,Breakout,1.235939,1.246739,103479.78,-1117.61,-1.25,3,897.14,10.88,1.67,Stop
2023-05-08,2023-05-09,SHORT,Breakout,1.236077,1.247559,96090.65,-1103.29,-1.25,1,885.97,10.11,1.55,Stop
2023-11-24,2023-12-21,SHORT,Breakout,1.208132,1.188308,106191.08,2105.04,2.41,27,874.93,11.43,1.76,Target
2024-10-11,2024-11-14,SHORT,Breakout,1.041759,1.024817,109638.95,1857.48,2.07,34,895.98,13.68,2.1,Target
2025-01-14,2025-02-05,SHORT,Breakout,1.009779,1.019461,96233.7,-931.68,-1.02,22,914.56,12.39,1.91,Stop
2025-07-24,2025-08-04,LONG,Breakout,1.013825,1.005682,113896.24,-927.44,-1.02,11,905.24,14.6,2.25,Stop
2025-08-04,2025-08-18,LONG,Breakout,1.007034,1.022203,118302.88,1794.48,2.0,14,895.97,15.27,2.35,Target
2025-08-20,2025-08-26,LONG,Breakout,1.031824,1.021325,90553.76,-950.69,-1.04,6,913.91,11.41,1.76,Stop
2025-08-26,2025-09-01,LONG,Breakout,1.023005,1.042423,94882.7,1842.36,2.04,6,904.41,12.06,1.85,Target
2025-09-01,2025-09-09,LONG,Breakout,1.034634,1.025783,108925.21,-964.05,-1.04,8,922.83,13.69,2.11,Stop
2025-09-09,2025-09-10,LONG,Breakout,1.032082,1.021962,93925.83,-950.47,-1.04,1,913.19,11.83,1.82,Stop
2025-09-22,2025-09-29,SHORT,Breakout,1.008079,1.017914,93433.51,-918.93,-1.02,7,903.68,12.05,1.85,Stop
2025-09-29,2025-09-30,SHORT,Breakout,1.014307,1.021973,119674.53,-917.46,-1.03,1,894.49,15.34,2.36,Stop
