Entry_Date,Exit_Date,Direction,Strategy,Entry_Price,Exit_Price,Units,PnL,PnL_Pct,Hold_Days,Risk_Amount,Spread_Cost,Slippage_Cost,Exit_Reason
2020-08-11,2020-08-13,SHORT,Trend,145.697332,146.855534,2231.08,-2584.04,-3.97,2,650.13,0.18,0.03,Stop
2020-08-13,2020-08-17,SHORT,Trend,146.682537,147.789739,2128.01,-2356.14,-3.77,4,624.28,0.17,0.03,Stop
2020-09-17,2020-09-21,LONG,Trend,148.50148,147.30767,2022.62,-2414.62,-4.02,4,600.72,0.16,0.03,Stop
2020-09-21,2020-11-10,LONG,Trend,147.763885,150.256279,1951.01,4862.68,8.43,50,576.58,0.16,0.03,Target
2020-11-10,2020-12-02,LONG,Trend,150.086499,152.189181,2082.81,4379.49,7.0,22,625.2,0.17,0.03,Target
2020-12-02,2020-12-09,LONG,Trend,151.848468,153.824095,2202.85,4352.01,6.51,7,669.0,0.17,0.03,Target
2020-12-09,2020-12-21,LONG,Trend,153.478188,155.651401,2321.24,5044.54,7.08,12,712.52,0.18,0.03,Target
2020-12-21,2021-01-04,LONG,Trend,155.136671,157.333307,2459.01,5401.54,7.08,14,762.96,0.19,0.03,Target
2021-01-04,2021-01-21,LONG,Trend,156.912626,155.879537,2603.3,-2689.44,-3.29,17,816.98,0.2,0.03,Stop
2021-01-21,2021-02-04,LONG,Trend,155.95568,157.436871,2533.05,3751.92,4.75,14,790.09,0.19,0.03,Target
2021-06-24,2021-07-21,SHORT,Trend,146.92303,144.06446,2816.46,8051.04,9.73,27,827.6,0.23,0.04,Target
2021-07-21,2021-08-12,SHORT,Trend,144.285678,142.458267,3146.93,5750.74,6.33,22,908.12,0.26,0.04,Target
2021-08-12,2021-08-24,SHORT,Trend,142.693106,140.726855,3383.56,6652.94,6.89,12,965.62,0.28,0.05,Target
2021-08-24,2021-08-25,SHORT,Trend,140.8374,141.803331,3664.34,-3539.5,-3.43,1,1032.15,0.31,0.05,Stop
2021-08-25,2021-08-27,SHORT,Trend,141.57407,142.490708,3520.27,-3226.81,-3.24,2,996.76,0.3,0.05,Stop
2021-08-27,2021-08-31,SHORT,Trend,141.995974,142.937018,3396.18,-3195.96,-3.31,4,964.49,0.29,0.05,Stop
2021-08-31,2021-09-10,SHORT,Trend,142.790134,143.669846,3265.38,-2872.6,-3.08,10,932.53,0.27,0.05,Stop
2021-12-23,2021-12-27,SHORT,Trend,141.576081,142.527914,3191.94,-3038.19,-3.36,4,903.8,0.27,0.05,Stop
2021-12-27,2021-12-28,SHORT,Trend,141.164463,142.271629,3093.63,-3425.16,-3.92,1,873.42,0.26,0.04,Stop
2021-12-28,2022-01-24,SHORT,Trend,142.50221,140.263271,2944.41,6592.35,7.86,27,839.17,0.25,0.04,Target
2022-01-24,2022-02-09,SHORT,Trend,140.677104,141.790053,3216.92,-3580.27,-3.96,16,905.09,0.27,0.05,Stop
2022-02-09,2022-02-17,SHORT,Trend,141.218358,139.206365,3077.82,6192.56,7.12,8,869.29,0.26,0.04,Target
2022-02-17,2022-03-16,SHORT,Trend,139.495815,137.517912,3337.79,6601.83,7.09,27,931.22,0.29,0.05,Target
2022-03-16,2022-03-24,SHORT,Trend,137.813405,136.167086,3618.06,5956.48,5.97,8,997.23,0.32,0.05,Target
2022-03-24,2022-03-28,SHORT,Trend,136.322906,137.173011,3876.09,-3295.08,-3.12,4,1056.8,0.34,0.06,Stop
2022-03-28,2022-04-20,SHORT,Trend,136.745585,135.034514,3743.63,6405.61,6.26,23,1023.85,0.33,0.05,Target
2022-04-20,2022-05-23,SHORT,Trend,135.767076,134.06674,4006.51,6812.42,6.26,33,1087.9,0.35,0.06,Target
2022-05-23,2022-06-09,SHORT,Trend,134.2226,134.94058,4306.39,-3091.9,-2.67,17,1156.03,0.39,0.06,Stop
2022-06-09,2022-06-10,SHORT,Trend,134.447823,135.263406,4184.19,-3412.55,-3.03,1,1125.11,0.37,0.06,Stop
2022-11-22,2022-12-13,SHORT,Trend,134.777454,132.685234,4047.35,8467.96,7.76,21,1090.98,0.36,0.06,Target
2022-12-13,2023-03-15,SHORT,Trend,132.830712,130.993985,4425.42,8128.29,6.91,92,1175.66,0.4,0.07,Target
2023-04-18,2023-05-01,SHORT,Trend,130.183653,131.024211,4827.59,-4057.87,-3.23,13,1256.95,0.44,0.07,Stop
2023-10-13,2023-10-17,LONG,Trend,134.013877,133.107757,4538.22,-4112.17,-3.38,4,1216.37,0.41,0.07,Stop
2023-10-17,2023-10-18,LONG,Trend,133.505763,132.558542,4401.48,-4169.18,-3.55,1,1175.25,0.4,0.07,Stop
2023-10-18,2023-10-26,LONG,Trend,132.879693,131.927846,4265.34,-4059.95,-3.58,8,1133.55,0.39,0.06,Stop
2024-01-18,2024-01-25,LONG,Trend,133.005836,134.967584,4108.67,8060.18,7.37,7,1092.96,0.37,0.06,Target
2024-01-25,2024-02-02,LONG,Trend,134.072846,136.042261,4376.56,8619.27,7.34,8,1173.56,0.39,0.07,Target
2024-02-02,2024-02-20,LONG,Trend,135.663584,137.669482,4642.92,9313.22,7.39,18,1259.75,0.41,0.07,Target
2024-02-20,2024-03-04,LONG,Trend,137.399463,139.430116,4923.17,9997.25,7.39,13,1352.88,0.43,0.07,Target
2024-03-04,2024-04-01,LONG,Trend,139.065836,140.825026,5223.62,9189.34,6.33,28,1452.85,0.45,0.08,Target
2024-04-01,2024-04-11,LONG,Trend,140.297556,142.209901,5505.26,10527.95,6.82,10,1544.75,0.47,0.08,Target
2024-04-11,2024-04-12,LONG,Trend,140.925803,142.978463,5854.24,12016.77,7.28,1,1650.03,0.5,0.08,Target
2024-04-12,2024-04-26,LONG,Trend,142.265088,144.395458,6221.47,13254.03,7.49,14,1770.19,0.52,0.09,Target
2024-04-26,2024-05-13,LONG,Trend,143.648465,142.332629,6622.89,-8714.63,-4.58,17,1902.74,0.55,0.09,Stop
2024-05-13,2024-05-15,LONG,Trend,142.797227,141.566486,6357.23,-7824.1,-4.31,2,1815.59,0.53,0.09,Stop
2024-08-05,2024-08-14,LONG,Trend,145.97661,144.994331,5950.77,-5845.32,-3.36,9,1737.35,0.49,0.08,Stop
2024-08-14,2024-08-20,LONG,Trend,145.612496,144.465645,5764.94,-6611.53,-3.94,6,1678.89,0.48,0.08,Stop
2024-08-20,2024-08-22,LONG,Trend,144.892381,143.794346,5565.44,-6111.05,-3.79,2,1612.78,0.46,0.08,Stop
2025-02-11,2025-03-24,SHORT,Trend,134.941093,136.049021,5749.43,-6369.96,-4.11,41,1551.67,0.51,0.09,Stop
2025-06-27,2025-07-08,LONG,Trend,140.911374,142.800033,5279.81,9971.75,6.7,11,1487.97,0.45,0.07,Target
2025-07-08,2025-07-15,LONG,Trend,142.085957,144.051124,5587.06,10979.52,6.92,7,1587.69,0.47,0.08,Target
2025-07-15,2025-08-11,LONG,Trend,143.913962,142.949537,5897.56,-5687.75,-3.35,27,1697.48,0.49,0.08,Stop
2025-08-11,2025-08-13,LONG,Trend,143.263393,142.263289,5725.83,-5726.43,-3.49,2,1640.6,0.48,0.08,Stop
2025-10-01,2025-10-20,LONG,Trend,145.700864,147.8679,5433.53,11774.66,7.44,19,1583.34,0.45,0.07,Target
2025-10-20,2025-10-24,LONG,Trend,147.741822,149.465575,5756.96,9923.58,5.83,4,1701.09,0.47,0.08,Target
2025-10-24,2025-11-10,LONG,Trend,148.921012,147.958679,6044.56,-5816.87,-3.23,17,1800.32,0.49,0.08,Stop
2025-11-10,2025-12-08,LONG,Trend,148.107409,147.149227,5881.39,-5635.44,-3.23,28,1742.15,0.48,0.08,Stop
